h3_9,lat,lon,nearest_highway,road_criticality,hospital,market,retail,school,transit,n_poi,osm_context
89601690193ffff,13.18531942189953,77.67995134811618,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145a61bffff,12.948976042857142,77.56779007142858,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8960145b0d7ffff,12.9890574,77.582154175,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892ed2bffff,12.974058716030656,77.62039116897783,secondary,0.6,0.0,0.0,4.0,1.0,1.0,6,"secondary road, 4 retail, 1 school, 1 transit"
8960145a2dbffff,12.963096607407408,77.55945408148148,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
89618925673ffff,12.95483525,77.68019488,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
89601458587ffff,12.96119338169014,77.51144589788733,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
8961892cc4bffff,13.0408138,77.62459853333333,primary,0.8,0.0,0.0,0.0,1.0,2.0,3,"primary road, 1 school, 2 transit"
8961892e077ffff,12.998672,77.68820767692308,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89618925d6fffff,12.9285047875,77.59152040416667,secondary,0.6,0.0,0.0,2.0,0.0,1.0,3,"secondary road, 2 retail, 1 transit"
8961892526fffff,12.971752352427185,77.65833605825242,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960169644fffff,13.093507376177286,77.59419724127424,primary,0.8,0.0,0.0,2.0,0.0,0.0,2,"primary road, 2 retail"
8961892cb13ffff,13.058425551884172,77.59139253092366,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892ec77ffff,12.982182157142857,77.64573870714285,residential,0.25,1.0,0.0,0.0,1.0,0.0,2,"residential road, 1 school, 1 hospital"
8961892cb4fffff,13.071134753108591,77.58825705440213,secondary,0.6,0.0,0.0,1.0,0.0,0.0,1,"secondary road, 1 retail"
8961892092fffff,12.934908084375,77.6894964546875,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892490fffff,12.883303375,77.54888608125,secondary,0.6,1.0,0.0,1.0,0.0,0.0,2,"secondary road, 1 retail, 1 hospital"
89618925857ffff,12.945005675,77.607182525,primary,0.8,1.0,0.0,0.0,2.0,2.0,5,"primary road, 2 school, 1 hospital, 2 transit"
8960145b503ffff,12.970976404347825,77.5688008826087,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145a173ffff,12.937983433333336,77.52123355555555,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
896189266b3ffff,12.835199292307692,77.67926477692308,residential,0.25,0.0,0.0,0.0,0.0,2.0,2,"residential road, 2 transit"
89618924a1bffff,12.911362335185196,77.578866985,residential,0.25,2.0,0.0,1.0,0.0,0.0,3,"residential road, 1 retail, 2 hospital"
89601459457ffff,13.03630636,77.56638236,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8961892c9b3ffff,13.029026389130436,77.58095434130435,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892cb8fffff,13.054639283333335,77.58942135833333,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
89601459107ffff,13.038127695652172,77.52091502173913,residential,0.25,0.0,0.0,0.0,1.0,1.0,2,"residential road, 1 school, 1 transit"
896189242abffff,12.906598979227054,77.63145260241546,secondary,0.6,1.0,0.0,0.0,0.0,1.0,2,"secondary road, 1 hospital, 1 transit"
8960169018bffff,13.190613514285715,77.68058670612244,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892e38fffff,13.001634271428571,77.67663660000001,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896014594a7ffff,13.021978033333331,77.55323695,tertiary,0.45,1.0,0.0,0.0,0.0,1.0,2,"tertiary road, 1 hospital, 1 transit"
8961892e063ffff,12.999473514227793,77.68754852408526,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89618924c5bffff,12.881890182608696,77.5958751326087,residential,0.25,1.0,0.0,1.0,2.0,1.0,5,"residential road, 1 retail, 2 school, 1 hospital, 1 transit"
89618924233ffff,12.907925092106185,77.62861502399029,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925acbffff,12.96599906,77.615504,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b207ffff,13.0146148,77.57466812999999,residential,0.25,0.0,0.0,0.0,4.0,1.0,5,"residential road, 4 school, 1 transit"
89618927213ffff,12.907158316666669,77.69627202222222,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
8961892cdb7ffff,13.012032541666663,77.59472183333334,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
8960145b363ffff,13.015229909090907,77.55333065454546,secondary,0.6,0.0,0.0,0.0,0.0,4.0,4,"secondary road, 4 transit"
89601690e83ffff,13.201357083333331,77.6620922,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
89618926bcfffff,12.853543266666668,77.58857666666667,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892cd23ffff,13.0234102990099,77.59241841782179,residential,0.25,1.0,0.0,1.0,0.0,0.0,2,"residential road, 1 retail, 1 hospital"
8961892c313ffff,13.057526227272728,77.64853775454546,primary,0.8,0.0,0.0,0.0,1.0,1.0,2,"primary road, 1 school, 1 transit"
8961892cc17ffff,13.02731125,77.62074340000001,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
8961892dd43ffff,13.083939572727273,77.63472146363637,tertiary,0.45,2.0,0.0,1.0,0.0,1.0,4,"tertiary road, 1 retail, 2 hospital, 1 transit"
89618924ad3ffff,12.910173561111112,77.58767081111111,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618924673ffff,12.902177666666669,77.65076183333333,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8961892e693ffff,12.991914692857142,77.72002754285714,primary,0.8,0.0,0.0,0.0,1.0,0.0,1,"primary road, 1 school"
8961892037bffff,12.964758642857143,77.76161432857143,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892eb97ffff,12.9982508,77.6192189862069,residential,0.25,1.0,1.0,0.0,1.0,1.0,4,"residential road, 1 market, 1 school, 1 hospital, 1 transit"
8961892ecb7ffff,12.9687381,77.64540845,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
8960145912fffff,13.041605801932368,77.51444636328502,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892cb8bffff,13.057597907107995,77.59262489412365,secondary,0.6,0.0,0.0,1.0,0.0,4.0,5,"secondary road, 1 retail, 4 transit"
8960145b243ffff,13.023597753846154,77.58344329230769,tertiary,0.45,0.0,0.0,0.0,0.0,2.0,2,"tertiary road, 2 transit"
8961892e38bffff,13.00272185,77.679748125,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892f557ffff,13.026393524,77.720611066,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
8960145a1cbffff,12.93720475,77.53235703888889,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892ed7bffff,12.978523233333334,77.62831643333334,tertiary,0.45,0.0,2.0,0.0,2.0,0.0,4,"tertiary road, 2 market, 2 school"
8960145a55bffff,12.9279628,77.54655636666666,trunk,0.9,2.0,0.0,0.0,0.0,2.0,4,"trunk road, 2 hospital, 2 transit"
8960145826bffff,13.0274283,77.51620794166666,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
896016964b7ffff,13.071374693934994,77.58803440623751,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145b417ffff,12.976654622155689,77.58922725868263,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892766fffff,12.904146108,77.704321792,secondary,0.6,0.0,0.0,1.0,1.0,0.0,2,"secondary road, 1 retail, 1 school"
896189242cfffff,12.9119066875,77.6412965375,residential,0.25,1.0,0.0,1.0,0.0,1.0,3,"residential road, 1 retail, 1 hospital, 1 transit"
8961892c9c3ffff,13.0377699,77.59048390000001,residential,0.25,0.0,0.0,0.0,1.0,0.0,1,"residential road, 1 school"
896189209abffff,12.928902166459627,77.69482183291926,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618926393ffff,12.841104131451614,77.6494580782258,secondary,0.6,0.0,0.0,0.0,0.0,2.0,2,"secondary road, 2 transit"
8960145b687ffff,12.992842972727273,77.59544520227273,primary,0.8,2.0,0.0,0.0,0.0,2.0,4,"primary road, 2 hospital, 2 transit"
8961892490bffff,12.883971906798957,77.55072977007801,trunk,0.9,1.0,0.0,1.0,2.0,5.0,9,"trunk road, 1 retail, 2 school, 1 hospital, 5 transit"
8961892e2c3ffff,13.017028133333334,77.70455989999999,trunk,0.9,1.0,0.0,0.0,0.0,0.0,1,"trunk road, 1 hospital"
89618925417ffff,12.922800814285711,77.67573768571428,tertiary,0.45,0.0,1.0,0.0,0.0,0.0,1,"tertiary road, 1 market"
8960145a89bffff,12.935613916666668,77.49228035,primary,0.8,1.0,0.0,0.0,0.0,1.0,2,"primary road, 1 hospital, 1 transit"
8960145a417ffff,12.922898009857713,77.56052386721089,secondary,0.6,0.0,0.0,1.0,1.0,2.0,4,"secondary road, 1 retail, 1 school, 2 transit"
89618924ad7ffff,12.90651345,77.58521625,trunk_link,0.2,2.0,0.0,0.0,0.0,1.0,3,"trunk_link road, 2 hospital, 1 transit"
89618926343ffff,12.85980372,77.64769114,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618927207ffff,12.90842965,77.691780075,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145b073ffff,12.999281848348849,77.57135354015199,primary,0.8,0.0,1.0,1.0,0.0,3.0,5,"primary road, 1 market, 1 retail, 3 transit"
89618924213ffff,12.909174735714286,77.63869620714286,tertiary,0.45,0.0,0.0,1.0,0.0,1.0,2,"tertiary road, 1 retail, 1 transit"
89618925d4bffff,12.93093924,77.60278100000001,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a66bffff,12.960393748076925,77.56167590384615,secondary,0.6,3.0,0.0,0.0,0.0,0.0,3,"secondary road, 3 hospital"
8961892e983ffff,12.97877614,77.61482942,secondary,0.6,0.0,0.0,0.0,3.0,1.0,4,"secondary road, 3 school, 1 transit"
8961892ea53ffff,13.0214818,77.643324275,secondary,0.6,2.0,0.0,0.0,0.0,1.0,3,"secondary road, 2 hospital, 1 transit"
89618924a7bffff,12.91913962,77.5753888,residential,0.25,2.0,0.0,0.0,0.0,0.0,2,"residential road, 2 hospital"
8961892734fffff,12.912885575,77.676681,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
89601696197ffff,13.080013157142858,77.55888884285714,residential,0.25,0.0,0.0,2.0,1.0,0.0,3,"residential road, 2 retail, 1 school"
89618924e5bffff,12.9044634,77.60151666666667,primary,0.8,1.0,0.0,0.0,0.0,0.0,1,"primary road, 1 hospital"
8961892c837ffff,13.042188775,77.594050175,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
896014594b7ffff,13.019343595858848,77.55706119872792,tertiary,0.45,1.0,0.0,0.0,1.0,1.0,3,"tertiary road, 1 school, 1 hospital, 1 transit"
8960145946bffff,13.0419070375,77.5572676375,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
896189258abffff,12.937892489473684,77.59876093157895,primary,0.8,1.0,0.0,0.0,0.0,0.0,1,"primary road, 1 hospital"
89618921983ffff,12.9786587,77.73367166666667,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618920a3bffff,12.964674044444443,77.71824241702508,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145919bffff,13.033788333333332,77.53052666666667,residential,0.25,0.0,0.0,0.0,2.0,0.0,2,"residential road, 2 school"
8961892ed43ffff,12.978268685714283,77.63358332857142,secondary,0.6,1.0,0.0,0.0,0.0,2.0,3,"secondary road, 1 hospital, 2 transit"
8960145b34fffff,13.018520725568749,77.55829451776854,trunk,0.9,0.0,0.0,0.0,2.0,4.0,6,"trunk road, 2 school, 4 transit"
896189242cbffff,12.913587864705883,77.6446285235294,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a14fffff,12.9428491375,77.52561151875,trunk,0.9,1.0,0.0,0.0,0.0,0.0,1,"trunk road, 1 hospital"
8961892cd03ffff,13.0228222625,77.600808925,secondary,0.6,0.0,0.0,1.0,0.0,1.0,2,"secondary road, 1 retail, 1 transit"
8961892588bffff,12.936220891099476,77.60670873612565,primary,0.8,1.0,0.0,0.0,1.0,2.0,4,"primary road, 1 school, 1 hospital, 2 transit"
8961892cd2bffff,13.025731175,77.5923541,residential,0.25,3.0,0.0,0.0,1.0,0.0,4,"residential road, 1 school, 3 hospital"
89601459477ffff,13.03449353256703,77.55731743406687,residential,0.25,0.0,0.0,0.0,1.0,2.0,3,"residential road, 1 school, 2 transit"
8960145b033ffff,12.992643783333332,77.568254675,residential,0.25,0.0,0.0,0.0,2.0,2.0,4,"residential road, 2 school, 2 transit"
89618927673ffff,12.901185951724138,77.70933399310344,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892e243ffff,13.02145332,77.7009432,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8960145b023ffff,12.9941244,77.56608144444445,residential,0.25,0.0,0.0,0.0,0.0,2.0,2,"residential road, 2 transit"
89618924a9bffff,12.9058234,77.58476125,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b07bffff,13.001685986956522,77.57134412236026,primary,0.8,1.0,0.0,0.0,2.0,0.0,3,"primary road, 2 school, 1 hospital"
89618925d87ffff,12.911070633333331,77.5997448,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925823ffff,12.942503433333334,77.5942149,tertiary,0.45,3.0,0.0,0.0,0.0,0.0,3,"tertiary road, 3 hospital"
8960145b0cfffff,12.996220541935484,77.57988327741936,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925c33ffff,12.923554933333332,77.61375016666666,residential,0.25,2.0,0.0,2.0,2.0,0.0,6,"residential road, 2 retail, 2 school, 2 hospital"
8961892dc87ffff,13.0736507,77.6516437,primary,0.8,0.0,0.0,0.0,2.0,1.0,3,"primary road, 2 school, 1 transit"
89601696dafffff,13.070357519999998,77.50395055999999,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89618925d8fffff,12.913107941666668,77.59970353333334,residential,0.25,2.0,0.0,3.0,1.0,0.0,6,"residential road, 3 retail, 1 school, 2 hospital"
8960145b047ffff,12.9994735,77.57508105000001,residential,0.25,0.0,0.0,0.0,0.0,2.0,2,"residential road, 2 transit"
8960145a3cbffff,12.958729877777778,77.53564696666666,secondary,0.6,2.0,0.0,0.0,1.0,3.0,6,"secondary road, 1 school, 2 hospital, 3 transit"
8961892ee8fffff,12.994932581818182,77.65468295454546,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892cb07ffff,13.058855925,77.58446006,residential,0.25,0.0,0.0,0.0,2.0,0.0,2,"residential road, 2 school"
8960145a2d7ffff,12.959844241860466,77.55602246511627,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
8960145b293ffff,13.006619942857142,77.58378022857143,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896014586cfffff,13.002668625,77.542931525,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
896189219abffff,12.980446592857144,77.72656332142857,tertiary,0.45,0.0,0.0,0.0,0.0,2.0,2,"tertiary road, 2 transit"
896189244c7ffff,12.872031575675676,77.65395171621621,tertiary,0.45,1.0,0.0,0.0,1.0,1.0,3,"tertiary road, 1 school, 1 hospital, 1 transit"
8960145a1a7ffff,12.926135271428572,77.51575091428572,tertiary,0.45,1.0,0.0,0.0,0.0,1.0,2,"tertiary road, 1 hospital, 1 transit"
89618924237ffff,12.9076643,77.62806862727274,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
8961892e93bffff,12.98573182057865,77.60549796044435,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
89618921903ffff,12.985594936363638,77.7296689090909,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145b68fffff,12.995767833333332,77.59613511666667,primary_link,0.2,0.0,0.0,0.0,0.0,0.0,0,primary_link road
8961892ccd7ffff,13.027064433333337,77.6278984,residential,0.25,2.0,0.0,0.0,1.0,0.0,3,"residential road, 1 school, 2 hospital"
89618924a4bffff,12.922152531132076,77.58069062924528,tertiary,0.45,0.0,0.0,0.0,1.0,5.0,6,"tertiary road, 1 school, 5 transit"
89618926397ffff,12.841773765062388,77.646569121123,secondary,0.6,1.0,0.0,2.0,0.0,1.0,4,"secondary road, 2 retail, 1 hospital, 1 transit"
8960145b25bffff,13.023991670472634,77.5850249820052,tertiary,0.45,1.0,0.0,0.0,0.0,2.0,3,"tertiary road, 1 hospital, 2 transit"
896016966c7ffff,13.104876227272728,77.60139500909091,secondary,0.6,1.0,0.0,0.0,0.0,2.0,3,"secondary road, 1 hospital, 2 transit"
89601458553ffff,12.97754785,77.51628972500001,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892e0c3ffff,12.994121357692308,77.70044457692308,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
896189251b3ffff,12.923723154545456,77.63922943636364,residential,0.25,0.0,0.0,0.0,1.0,1.0,2,"residential road, 1 school, 1 transit"
896014582cbffff,13.020702325,77.5286533,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145a22bffff,12.967708525,77.5412014625,tertiary,0.45,1.0,0.0,0.0,1.0,0.0,2,"tertiary road, 1 school, 1 hospital"
89618927227ffff,12.911153881818182,77.68321335909091,unclassified,0.3,0.0,0.0,0.0,0.0,1.0,1,"unclassified road, 1 transit"
8960145b30fffff,13.01118828873457,77.55450148680556,secondary,0.6,0.0,0.0,3.0,1.0,0.0,4,"secondary road, 3 retail, 1 school"
8961892e897ffff,12.9821698375,77.6377667875,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925977ffff,12.938025395064228,77.57688335625909,tertiary,0.45,0.0,0.0,1.0,0.0,1.0,2,"tertiary road, 1 retail, 1 transit"
896189255cbffff,12.921006715121484,77.66557942526131,tertiary,0.45,0.0,0.0,1.0,0.0,0.0,1,"tertiary road, 1 retail"
8961892cb0bffff,13.06360509132948,77.58785423612717,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
89618920e47ffff,12.954285038461538,77.74440389230769,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892e2b3ffff,13.006775425,77.694844225,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b02bffff,12.997086472727274,77.5663110181818,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8961892425bffff,12.919499766666666,77.6435503,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892730bffff,12.90638935,77.67563905,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145a277ffff,12.967158013333332,77.54352822133333,residential,0.25,2.0,0.0,0.0,0.0,0.0,2,"residential road, 2 hospital"
89618920c17ffff,12.92110340526316,77.73637175789474,primary,0.8,1.0,0.0,1.0,1.0,0.0,3,"primary road, 1 retail, 1 school, 1 hospital"
89618924a0fffff,12.91377111935484,77.57321047741935,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89618927257ffff,12.915454666666667,77.69867370370369,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892cb67ffff,13.067604351428573,77.58046959142857,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8960145b3dbffff,13.008668949586776,77.56924733305786,secondary,0.6,1.0,0.0,0.0,2.0,3.0,6,"secondary road, 2 school, 1 hospital, 3 transit"
89601459e37ffff,13.04892695390244,77.4979079905691,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89601458473ffff,12.98375363787812,77.52912563365807,primary,0.8,1.0,0.0,1.0,0.0,0.0,2,"primary road, 1 retail, 1 hospital"
89618924953ffff,12.886065525187252,77.55721876512754,trunk,0.9,0.0,0.0,0.0,0.0,1.0,1,"trunk road, 1 transit"
896189262a7ffff,12.85093054137931,77.65745046896551,residential,0.25,2.0,0.0,0.0,0.0,1.0,3,"residential road, 2 hospital, 1 transit"
89618925da3ffff,12.9103221,77.5937792,secondary,0.6,1.0,0.0,1.0,1.0,0.0,3,"secondary road, 1 retail, 1 school, 1 hospital"
8961892ed03ffff,12.970915748,77.62788849600001,tertiary,0.45,2.0,0.0,0.0,3.0,0.0,5,"tertiary road, 3 school, 2 hospital"
89601458537ffff,12.968009842857144,77.50185572857143,secondary,0.6,1.0,0.0,0.0,0.0,1.0,2,"secondary road, 1 hospital, 1 transit"
89618925847ffff,12.9472060875,77.602496625,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892c947ffff,13.043676308333334,77.58431269166667,trunk,0.9,0.0,0.0,0.0,0.0,2.0,2,"trunk road, 2 transit"
8961892460bffff,12.89888748,77.65142327999999,residential,0.25,0.0,0.0,0.0,2.0,0.0,2,"residential road, 2 school"
8961892e2dbffff,13.01635526,77.7092862,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896189252c3ffff,12.963163725,77.675441025,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
896189219afffff,12.9802813625,77.7231501375,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892599bffff,12.9271153,77.58894755,secondary,0.6,1.0,0.0,0.0,5.0,1.0,7,"secondary road, 5 school, 1 hospital, 1 transit"
896014585b7ffff,12.960441765,77.50512088,secondary,0.6,0.0,0.0,0.0,1.0,3.0,4,"secondary road, 1 school, 3 transit"
89618925ad7ffff,12.96148594864865,77.61538232702702,tertiary,0.45,2.0,1.0,0.0,1.0,1.0,5,"tertiary road, 1 market, 1 school, 2 hospital, 1 transit"
896014585afffff,12.96646494,77.50431771999999,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
89601459ea7ffff,13.04586495,77.50019355,residential,0.25,0.0,0.0,1.0,0.0,0.0,1,"residential road, 1 retail"
8961892ebbbffff,13.001084755882353,77.61490075588235,residential,0.25,0.0,0.0,2.0,2.0,0.0,4,"residential road, 2 retail, 2 school"
8960145b577ffff,12.975966551845689,77.56437923220004,primary,0.8,1.0,0.0,0.0,1.0,5.0,7,"primary road, 1 school, 1 hospital, 5 transit"
8961892cb27ffff,13.060033005580864,77.57658471620857,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
8961892cc8bffff,13.02594995,77.62582234999999,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892cb83ffff,13.053901206666666,77.59266702,residential,0.25,2.0,0.0,0.0,0.0,0.0,2,"residential road, 2 hospital"
